S1;S2;S3;S4;S5;S6;S7;S8;S9;S10;S11;S12;S13;S14;S15;S16;S17;S18;S19;S20
6.627339035095549;4.027100186988559;5.470800362199457;3.6783632224237777;3.4991682650677065;4.855664363426754;6.683084081701027;4.6928111620815125;5.618905974167327;3.9900519933211105;5.661118609918134;4.2051434264336365;5.774055477159116;3.4964735168149406;4.794721964561787;4.259491793882766;4.381712758608851;6.037041355678931;6.677406052878123;4.626652126044421
5.2236554767734065;6.90461769269349;2.511096386094126;3.762690143078315;5.363113909999487;6.065029772073869;4.265133294358748;4.925020326438057;4.7654062956035785;4.5577446433768936;6.648819360819429;6.500699899903552;3.420675024551861;4.55367749674784;4.273514593167256;6.141400047415977;4.976753484006375;4.4980464119364285;4.749517981399651;4.294086317034575
5.242420207917438;6.205621996316778;4.353160148448341;6.552502071704822;5.527572661503673;4.983679464230761;4.4622430119113;4.540780098925111;4.416688089400251;3.792433939993384;4.011253590119051;5.218127441659153;4.762351092445387;4.893258417536396;4.107682555828459;5.600030538978784;3.381963297023025;3.798748778004913;6.432383825397994;4.46075033505411
3.7049672990032887;6.156797603779342;4.914015799086016;6.183604050300449;6.213574412653384;4.628913497766728;5.263265192295681;6.548106148549145;5.360332077010547;4.856551674559355;3.9918754797797935;3.3902414002761523;5.1311562763119865;5.353123764853313;4.94733896877889;6.816364258186324;5.379181152233395;5.030288352396575;3.983216376188835;3.8805155157361773
5.749241651724491;3.789826816237725;5.250921910489007;5.76433552342133;6.429398333459556;6.511371115391296;5.563587078308389;3.9401960267503133;3.803657256699105;4.4642579039045485;4.184794251362494;6.56194118142925;4.692533543234656;5.79571099126796;6.783782000481986;5.1098722791310225;6.902250480506439;6.117063379286473;4.969569718037873;3.5811111668228954
6.168655386531298;4.931970768251947;5.257003679755467;4.629216655737221;5.215458852795724;4.734657266704278;7.92890073765466;6.2126046821893;5.314724390171351;6.978065612135584;3.852635277370842;5.310591488256536;6.095208941774498;4.481518122805805;4.648992930159991;5.00902806668843;5.601874266947382;6.740678509542976;4.48960436238276;3.987747350961875
6.168655386531298;4.931970768251947;5.257003679755467;4.629216655737221;5.215458852795724;4.734657266704278;7.92890073765466;6.2126046821893;5.314724390171351;6.978065612135584;3.852635277370842;5.310591488256536;6.095208941774498;4.481518122805805;4.648992930159991;5.00902806668843;5.601874266947382;6.740678509542976;4.48960436238276;3.987747350961875
5.749241651724491;3.789826816237725;5.250921910489007;5.76433552342133;6.429398333459556;6.511371115391296;5.563587078308389;3.9401960267503133;3.803657256699105;4.4642579039045485;4.184794251362494;6.56194118142925;4.692533543234656;5.79571099126796;6.783782000481986;5.1098722791310225;6.902250480506439;6.117063379286473;4.969569718037873;3.5811111668228954
3.7049672990032887;6.156797603779342;4.914015799086016;6.183604050300449;6.213574412653384;4.628913497766728;5.263265192295681;6.548106148549145;5.360332077010547;4.856551674559355;3.9918754797797935;3.3902414002761523;5.1311562763119865;5.353123764853313;4.94733896877889;6.816364258186324;5.379181152233395;5.030288352396575;3.983216376188835;3.8805155157361773
5.242420207917438;6.205621996316778;4.353160148448341;6.552502071704822;5.527572661503673;4.983679464230761;4.4622430119113;4.540780098925111;4.416688089400251;3.792433939993384;4.011253590119051;5.218127441659153;4.762351092445387;4.893258417536396;4.107682555828459;5.600030538978784;3.381963297023025;3.798748778004913;6.432383825397994;4.46075033505411
5.2236554767734065;6.90461769269349;2.511096386094126;3.762690143078315;5.363113909999487;6.065029772073869;4.265133294358748;4.925020326438057;4.7654062956035785;4.5577446433768936;6.648819360819429;6.500699899903552;3.420675024551861;4.55367749674784;4.273514593167256;6.141400047415977;4.976753484006375;4.4980464119364285;4.749517981399651;4.294086317034575
6.627339035095549;4.027100186988559;5.470800362199457;3.6783632224237777;3.4991682650677065;4.855664363426754;6.683084081701027;4.6928111620815125;5.618905974167327;3.9900519933211105;5.661118609918134;4.2051434264336365;5.774055477159116;3.4964735168149406;4.794721964561787;4.259491793882766;4.381712758608851;6.037041355678931;6.677406052878123;4.626652126044421
5.259982017862181;5.259982017862181;5.259982017862181;5.259982017862181;5.259982017862181;2.17307971426101;5.121025474634864;5.121025474634864;5.121025474634864;5.121025474634864;5.121025474634864;5.121025474634864;5.121025474634864;2.17307971426101;2.17307971426101;2.17307971426101;2.17307971426101;2.17307971426101;5.121025474634864;1.9590510548848847
12.07135200064277;6.237083178397727;6.237083178397727;6.237083178397727;6.237083178397727;8.940389034834745;5.1208778765860465;5.1208778765860465;5.1208778765860465;5.1208778765860465;5.1208778765860465;5.1208778765860465;5.1208778765860465;2.8916278261116393;2.8916278261116393;2.8916278261116393;2.8916278261116393;2.8916278261116393;5.1208778765860465;2.069215980667723
4.176309040986884;4.176309040986884;4.176309040986884;12.324765496443941;4.176309040986884;2.437478762706898;5.549135599412262;5.549135599412262;5.549135599412262;11.2987274624894;11.868996178816285;5.549135599412262;5.549135599412262;8.067610844207096;2.437478762706898;2.437478762706898;2.437478762706898;2.437478762706898;5.549135599412262;4.432697831479107
8.097320996818159;8.097320996818159;8.097320996818159;8.097320996818159;8.097320996818159;3.839210497604517;5.427345195326059;5.427345195326059;5.427345195326059;5.427345195326059;5.427345195326059;5.427345195326059;5.427345195326059;3.839210497604517;3.839210497604517;3.839210497604517;3.839210497604517;3.839210497604517;5.427345195326059;2.3505304421878512
4.711136764886086;10.209229946441107;4.711136764886086;4.711136764886086;4.711136764886086;3.3330300657402185;12.475281572806063;4.868712796136104;13.452189608680218;4.868712796136104;4.868712796136104;4.868712796136104;13.324661942019835;3.3330300657402185;3.3330300657402185;3.3330300657402185;3.3330300657402185;3.3330300657402185;4.868712796136104;1.8410796391492874
8.170293790755322;8.170293790755322;8.170293790755322;8.170293790755322;8.170293790755322;2.169964700349802;2.293781561686225;9.429134640608279;2.293781561686225;2.293781561686225;2.293781561686225;2.293781561686225;2.293781561686225;2.169964700349802;2.169964700349802;2.169964700349802;9.482281628556688;2.169964700349802;2.293781561686225;2.9691414100256193
7.130020115288;7.130020115288;7.130020115288;7.130020115288;7.130020115288;3.190364392784527;3.4033624432042062;3.4033624432042062;3.4033624432042062;3.4033624432042062;3.4033624432042062;9.98305079664032;3.4033624432042062;3.190364392784527;3.190364392784527;3.190364392784527;3.190364392784527;3.190364392784527;3.4033624432042062;1.574457098010515
8.818974873765722;8.818974873765722;8.818974873765722;8.818974873765722;8.818974873765722;1.7684340355210586;4.245008138601246;11.653808905129207;4.245008138601246;4.245008138601246;4.245008138601246;4.245008138601246;4.245008138601246;1.7684340355210586;1.7684340355210586;1.7684340355210586;9.351752646388105;1.7684340355210586;4.245008138601246;5.3388241441376785
13.233735131285316;6.309974023602537;6.309974023602537;6.309974023602537;6.309974023602537;2.227762585163099;3.088547473151302;3.088547473151302;3.088547473151302;8.83813933622844;3.088547473151302;3.088547473151302;3.088547473151302;2.227762585163099;2.227762585163099;2.227762585163099;2.227762585163099;2.227762585163099;3.088547473151302;4.702831547379002
8.15796445453895;8.15796445453895;8.15796445453895;8.15796445453895;8.15796445453895;8.159055432383107;5.060799980263897;5.060799980263897;5.060799980263897;5.060799980263897;16.887988501270964;12.53276891853994;5.060799980263897;1.9711265287461632;8.320662789651454;1.9711265287461632;1.9711265287461632;1.9711265287461632;5.060799980263897;4.870933546797292
6.544213995118962;15.590070851634604;6.544213995118962;6.544213995118962;6.544213995118962;2.7919443399421757;3.869496845703059;3.869496845703059;3.869496845703059;10.49691879542197;3.869496845703059;3.869496845703059;3.869496845703059;2.7919443399421757;2.7919443399421757;2.7919443399421757;2.7919443399421757;9.59374542598537;10.255913919820582;2.026224859476872
6.67212865026058;6.67212865026058;6.67212865026058;6.67212865026058;12.892416547195646;2.715437288013944;5.59971030598647;12.565276793211527;5.59971030598647;5.59971030598647;11.919570885390492;5.59971030598647;5.59971030598647;2.715437288013944;2.715437288013944;2.715437288013944;2.715437288013944;2.715437288013944;5.59971030598647;1.6695936964908693
6.842163171727891;6.842163171727891;6.842163171727891;6.842163171727891;6.842163171727891;4.361484311476304;12.647519098884093;4.102123798227821;12.284509498168482;4.102123798227821;4.102123798227821;4.102123798227821;4.102123798227821;4.361484311476304;4.361484311476304;4.361484311476304;4.361484311476304;9.506685161610651;13.212165284295349;2.346524242782965
16.192018640574574;5.566114142690405;5.566114142690405;5.566114142690405;5.566114142690405;3.095512484081074;3.139384950108203;10.81305712876743;3.139384950108203;13.301811939599787;3.139384950108203;3.139384950108203;3.139384950108203;3.095512484081074;3.095512484081074;3.095512484081074;3.095512484081074;3.095512484081074;3.139384950108203;3.0622994667479686
6.999758830973532;12.497852012528552;6.999758830973532;6.999758830973532;6.999758830973532;2.3764879931685856;9.83972279412073;2.6807039004693305;2.6807039004693305;2.6807039004693305;2.6807039004693305;2.6807039004693305;2.6807039004693305;2.3764879931685856;2.3764879931685856;10.674959128947734;2.3764879931685856;2.3764879931685856;2.6807039004693305;3.502063618852005
3.7016912550077907;10.991720804874587;3.7016912550077907;10.2364669187931;3.7016912550077907;2.6572394975588383;2.4905897876578873;2.4905897876578873;2.4905897876578873;2.4905897876578873;2.4905897876578873;2.4905897876578873;2.4905897876578873;2.6572394975588383;2.6572394975588383;9.111373677828913;2.6572394975588383;2.6572394975588383;2.4905897876578873;3.7853151799360827
3.1604775161313055;3.1604775161313055;3.1604775161313055;3.1604775161313055;3.1604775161313055;1.69562996453533;4.0843331893892145;4.0843331893892145;4.0843331893892145;4.0843331893892145;4.0843331893892145;4.0843331893892145;4.0843331893892145;1.69562996453533;1.69562996453533;1.69562996453533;1.69562996453533;1.69562996453533;4.0843331893892145;3.465293300190787
4.446990704544034;4.446990704544034;4.446990704544034;4.446990704544034;4.446990704544034;2.5940306917653295;0.7870270971671038;0.7870270971671038;0.7870270971671038;0.7870270971671038;0.7870270971671038;0.7870270971671038;7.9004441599878;2.5940306917653295;2.5940306917653295;2.5940306917653295;2.5940306917653295;2.5940306917653295;0.7870270971671038;4.749669086819204
4.836708728971389;4.836708728971389;4.836708728971389;4.836708728971389;4.836708728971389;1.6015566368068708;4.604301211565039;11.569867698790098;4.604301211565039;4.604301211565039;4.604301211565039;4.604301211565039;4.604301211565039;1.6015566368068708;1.6015566368068708;8.736662951883572;7.742374334251438;1.6015566368068708;4.604301211565039;2.7068637056042006
6.625711851102524;6.625711851102524;6.625711851102524;6.625711851102524;6.625711851102524;2.081167836732556;6.827283334351132;6.827283334351132;14.66604870400833;6.827283334351132;6.827283334351132;6.827283334351132;6.827283334351132;2.081167836732556;2.081167836732556;7.146505555954618;2.081167836732556;2.081167836732556;6.827283334351132;4.426819255257733
6.188417616432303;6.188417616432303;6.188417616432303;6.188417616432303;6.188417616432303;2.2081474908201586;4.72181525651636;4.72181525651636;4.72181525651636;4.72181525651636;4.72181525651636;4.72181525651636;4.72181525651636;2.2081474908201586;2.2081474908201586;2.2081474908201586;2.2081474908201586;2.2081474908201586;4.72181525651636;4.033453759571856
8.01348434432574;14.758080991906958;8.01348434432574;8.01348434432574;8.01348434432574;7.612481820164205;5.252842404404127;5.252842404404127;5.252842404404127;5.252842404404127;12.789840062697213;5.252842404404127;5.252842404404127;0.7082485425210208;0.7082485425210208;0.7082485425210208;0.7082485425210208;0.7082485425210208;5.252842404404127;3.5839995841311603
6.409250259068085;6.409250259068085;6.409250259068085;6.409250259068085;6.409250259068085;2.670930624147158;5.85611061382494;5.85611061382494;5.85611061382494;5.85611061382494;5.85611061382494;12.237936158244334;5.85611061382494;2.670930624147158;2.670930624147158;2.670930624147158;2.670930624147158;2.670930624147158;5.85611061382494;2.8226880001736365
5.868852240934315;5.868852240934315;5.868852240934315;5.868852240934315;5.868852240934315;1.6029493430854265;4.5578852792284925;4.5578852792284925;4.5578852792284925;4.5578852792284925;4.5578852792284925;4.5578852792284925;10.837877637178254;9.485765804907532;1.6029493430854265;1.6029493430854265;7.389248088483887;1.6029493430854265;4.5578852792284925;2.732577021503883
7.264902866164649;7.264902866164649;7.264902866164649;7.264902866164649;7.264902866164649;1.1608188807341082;4.321478355659258;4.321478355659258;4.321478355659258;4.321478355659258;4.321478355659258;13.181745854735638;4.321478355659258;1.1608188807341082;1.1608188807341082;1.1608188807341082;1.1608188807341082;1.1608188807341082;4.321478355659258;4.2778539345509925
7.123552851595087;7.123552851595087;7.123552851595087;7.123552851595087;7.123552851595087;1.1549339316298446;5.2134880123546274;5.2134880123546274;5.2134880123546274;5.2134880123546274;5.2134880123546274;11.809186695418457;5.2134880123546274;1.1549339316298446;8.778780145440017;1.1549339316298446;1.1549339316298446;1.1549339316298446;5.2134880123546274;3.418879712829236
7.803717595361395;7.803717595361395;7.803717595361395;7.803717595361395;7.803717595361395;3.3991318917222735;3.6193129416167604;3.6193129416167604;3.6193129416167604;3.6193129416167604;3.6193129416167604;3.6193129416167604;10.02891371855744;3.3991318917222735;9.388255177417555;8.464469610944336;9.620293894606563;3.3991318917222735;3.6193129416167604;5.31289363665276
4.76634959119565;4.76634959119565;4.76634959119565;4.76634959119565;4.76634959119565;6.2249518152435;3.1050845533844154;3.1050845533844154;3.1050845533844154;3.1050845533844154;3.1050845533844154;3.1050845533844154;3.1050845533844154;6.2249518152435;6.2249518152435;6.2249518152435;6.2249518152435;6.2249518152435;3.1050845533844154;3.249503531717968
5.781788217962623;5.781788217962623;5.781788217962623;5.781788217962623;12.354811029198014;4.276235541855704;4.524725364159366;4.524725364159366;4.524725364159366;4.524725364159366;4.524725364159366;4.524725364159366;10.890737656938164;4.276235541855704;9.401649870457586;4.276235541855704;4.276235541855704;4.276235541855704;4.524725364159366;3.778369326795431
5.147323920571084;5.147323920571084;5.147323920571084;5.147323920571084;5.147323920571084;5.566928034272981;5.486883505926168;13.160555684585397;5.486883505926168;5.486883505926168;5.486883505926168;5.486883505926168;5.486883505926168;5.566928034272981;5.566928034272981;5.566928034272981;5.566928034272981;5.566928034272981;5.486883505926168;4.260005280420524
6.247057584798078;6.247057584798078;6.247057584798078;6.247057584798078;6.247057584798078;7.850689843474081;5.540754413399332;5.540754413399332;5.540754413399332;5.540754413399332;5.540754413399332;5.540754413399332;5.540754413399332;7.850689843474081;7.850689843474081;7.850689843474081;7.850689843474081;13.87209840670976;12.841833596268478;3.29910399931261
7.993903005889862;7.993903005889862;7.993903005889862;7.993903005889862;7.993903005889862;6.195201173989299;5.81460297842246;5.81460297842246;5.81460297842246;5.81460297842246;5.81460297842246;5.81460297842246;5.81460297842246;6.195201173989299;6.195201173989299;6.195201173989299;6.195201173989299;6.195201173989299;5.81460297842246;3.2202814257273937
7.6447963569251876;7.6447963569251876;7.6447963569251876;7.6447963569251876;7.6447963569251876;3.7470008619433877;4.933617795894606;4.933617795894606;4.933617795894606;4.933617795894606;4.933617795894606;4.933617795894606;4.933617795894606;3.7470008619433877;3.7470008619433877;12.016026572510757;11.660634464525089;3.7470008619433877;4.933617795894606;11.413231847211167
8.407345872072522;16.49880894336186;8.407345872072522;8.407345872072522;8.407345872072522;5.704227104747929;6.396441738693801;6.396441738693801;6.396441738693801;6.396441738693801;6.396441738693801;6.396441738693801;6.396441738693801;5.704227104747929;5.704227104747929;5.704227104747929;5.704227104747929;5.704227104747929;6.396441738693801;3.154244662941429
6.782462776567691;6.782462776567691;6.782462776567691;6.782462776567691;6.782462776567691;2.920743604630507;5.559494070691595;5.559494070691595;5.559494070691595;5.559494070691595;5.559494070691595;5.559494070691595;5.559494070691595;2.920743604630507;2.920743604630507;2.920743604630507;10.460434450265728;2.920743604630507;5.559494070691595;1.150201026660035
8.803630208697324;8.803630208697324;8.803630208697324;8.803630208697324;8.803630208697324;4.141565985533437;3.108925259566229;11.419258266980545;3.108925259566229;3.108925259566229;3.108925259566229;3.108925259566229;3.108925259566229;4.141565985533437;4.141565985533437;4.141565985533437;4.141565985533437;4.141565985533437;3.108925259566229;4.203748328751839
4.050390559326456;4.050390559326456;4.050390559326456;4.050390559326456;4.050390559326456;4.65690500882756;7.154488877609891;14.289841956531944;7.154488877609891;7.154488877609891;7.154488877609891;7.154488877609891;7.154488877609891;4.65690500882756;4.65690500882756;4.65690500882756;4.65690500882756;4.65690500882756;7.154488877609891;5.298111041174547
5.700672531847509;5.700672531847509;5.700672531847509;5.700672531847509;5.700672531847509;4.817362012216121;5.982001644612849;5.982001644612849;5.982001644612849;5.982001644612849;5.982001644612849;5.982001644612849;5.982001644612849;4.817362012216121;4.817362012216121;4.817362012216121;4.817362012216121;4.817362012216121;5.982001644612849;4.900300402531711
8.197878074061743;8.197878074061743;8.197878074061743;8.197878074061743;8.197878074061743;4.340292919037244;7.192670422833985;7.192670422833985;7.192670422833985;7.192670422833985;7.192670422833985;7.192670422833985;7.192670422833985;4.340292919037244;4.340292919037244;4.340292919037244;4.340292919037244;4.340292919037244;7.192670422833985;4.689995942378577
8.074416437383269;8.074416437383269;8.074416437383269;8.074416437383269;8.074416437383269;2.514554184140764;7.216847326060544;7.216847326060544;7.216847326060544;7.216847326060544;7.216847326060544;7.216847326060544;7.216847326060544;2.514554184140764;2.514554184140764;10.813025319919912;2.514554184140764;2.514554184140764;7.216847326060544;6.22734361666652
5.646618984958577;5.646618984958577;5.646618984958577;5.646618984958577;16.857515738766285;3.2727908063963755;8.233103627704653;8.233103627704653;8.233103627704653;8.233103627704653;8.233103627704653;8.233103627704653;8.233103627704653;3.2727908063963755;3.2727908063963755;3.2727908063963755;9.104510244235632;3.2727908063963755;8.233103627704653;7.134277357725458
5.160860673268084;5.160860673268084;5.160860673268084;5.160860673268084;5.160860673268084;3.634704339193544;9.475825510860936;9.475825510860936;9.475825510860936;9.475825510860936;9.475825510860936;9.475825510860936;9.475825510860936;3.634704339193544;3.634704339193544;3.634704339193544;3.634704339193544;3.634704339193544;9.475825510860936;7.438145866486515
4.97704124684321;4.97704124684321;4.97704124684321;4.97704124684321;11.249776966647666;3.827216638720535;13.373460859267771;6.250872171715385;6.250872171715385;6.250872171715385;12.565482592523137;6.250872171715385;12.616884464494182;10.683809111663424;3.827216638720535;3.827216638720535;3.827216638720535;9.848625201956214;12.068041938023143;7.489671528443873
